taxonID,AphiaID_accepted,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Species
Phaxas pellucidus,140737,Phaxas pellucidus,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Phaxas,pellucidus
Phialella quadrata,117804,Phialella quadrata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Phialellidae,Phialella,quadrata
Philine quadripartita,574582,Philine quadripartita,Animalia,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,quadripartita
Pholoe baltica,130599,Pholoe baltica,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,baltica
Pholoe baltica (sensu Petersen),130599,Pholoe baltica,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,baltica
Pholoe inornata,130601,Pholoe inornata,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,inornata
Pholoe pallida,130604,Pholoe pallida,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,pallida
Phoronis,128545,Phoronis,Animalia,Phoronida,NA,NA,Phoronidae,Phoronis,NA
Photis longicaudata,102383,Photis longicaudata,Animalia,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,longicaudata
Phtisica marina,101864,Phtisica marina,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Phtisica,marina
Phyllodoce,129455,Phyllodoce,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,NA
Phyllodoce groenlandica,334506,Phyllodoce groenlandica,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,groenlandica
Phyllodoce longipes,130673,Phyllodoce longipes,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,longipes
Phyllodoce rosea,334514,Phyllodoce rosea,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,rosea
Phylo grubei,130529,Phylo grubei,Animalia,Annelida,Polychaeta,NA,Orbiniidae,Phylo,grubei
Pisidia longicornis,107188,Pisidia longicornis,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pisidia,longicornis
Pista bansei,152254,Pista bansei,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,bansei
Pista cristata,131516,Pista cristata,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,cristata
Platyhelminthes,793,Platyhelminthes,Animalia,Platyhelminthes,NA,NA,NA,NA,NA
Podarkeopsis,129319,Podarkeopsis,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,NA
Podarkeopsis capensis,130195,Podarkeopsis capensis,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,capensis
Poecilochaetus serpens,130711,Poecilochaetus serpens,Animalia,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,serpens
Polycarpa fibrosa,103902,Polycarpa fibrosa,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,fibrosa
Polychaeta,883,Polychaeta,Animalia,Annelida,Polychaeta,NA,NA,NA,NA
Polycirrus,129710,Polycirrus,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,NA
Polynoe scolopendrina,130830,Polynoe scolopendrina,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoe,scolopendrina
Polynoidae,939,Polynoidae,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA
Pontocrates arenarius,102918,Pontocrates arenarius,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,arenarius
Pontocrates moorei,1568802,Pontocrates moorei,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,moorei
Porania pulvillus,125166,Porania (Porania) pulvillus,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,Porania,pulvillus
Porifera,558,Porifera,Animalia,Porifera,NA,NA,NA,NA,NA
Praxillella affinis,130322,Praxillella affinis,Animalia,Annelida,Polychaeta,NA,Maldanidae,Praxillella,affinis
Praxillura longissima,130327,Praxillura longissima,Animalia,Annelida,Polychaeta,NA,Maldanidae,Praxillura,longissima
Prionospio cirrifera,131153,Prionospio cirrifera,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,cirrifera
Prionospio cf. cirrifera,131153,Prionospio cirrifera,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,cirrifera
Prionospio cf. dubia,131155,Prionospio dubia,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,dubia
Prionospio fallax,131157,Prionospio fallax,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,fallax
Prionospio multibranchiata,131160,Prionospio multibranchiata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,multibranchiata
Prionospio cf. multibranchiata,131160,Prionospio multibranchiata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,multibranchiata
Processa canaliculata,107682,Processa canaliculata,Animalia,Arthropoda,Malacostraca,Decapoda,Processidae,Processa,canaliculata
Processa modica,107688,Processa modica,Animalia,Arthropoda,Malacostraca,Decapoda,Processidae,Processa,modica
Processa nouveli holthuisi,108344,Processa nouveli holthuisi,Animalia,Arthropoda,Malacostraca,Decapoda,Processidae,Processa,nouveli
Protodorvillea kefersteini,130041,Protodorvillea kefersteini,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,Protodorvillea,kefersteini
Protomedeia fasciata,102443,Protomedeia fasciata,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,fasciata
Pseudocuma (Pseudocuma) longicorne,110627,Pseudocuma (Pseudocuma) longicorne,Animalia,Arthropoda,Malacostraca,Cumacea,Pseudocumatidae,Pseudocuma,longicorne
Pseudocuma (Pseudocuma) simile,110628,Pseudocuma (Pseudocuma) simile,Animalia,Arthropoda,Malacostraca,Cumacea,Pseudocumatidae,Pseudocuma,simile
Pseudomystides spinachia,130684,Pseudomystides spinachia,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,spinachia
Pseudonotomastus southerni,129911,Pseudonotomastus southerni,Animalia,Annelida,Polychaeta,NA,Capitellidae,Pseudonotomastus,southerni
Pseudopolydora,129621,Pseudopolydora,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,NA
Pseudopolydora nordica,1521915,Pseudopolydora nordica,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,nordica
Pseudopolydora paucibranchiata,131168,Pseudopolydora paucibranchiata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,paucibranchiata
Pseudopolydora pulchra,131169,Pseudopolydora pulchra,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,pulchra
Pyrgiscus crenatus,836211,Pyrgiscus crenatus,Animalia,Mollusca,Gastropoda,NA,Pyramidellidae,Pyrgiscus,crenatus
Retusa,138432,Retusa,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,NA
Retusa truncatula,141138,Retusa truncatula,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,truncatula
Retusa umbilicata,156376,Retusa umbilicata,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,umbilicata
Rhodine gracilior,130330,Rhodine gracilior,Animalia,Annelida,Polychaeta,NA,Maldanidae,Rhodine,gracilior
Saccammina,112373,Saccammina,Chromista,Foraminifera,Monothalamea,Astrorhizida,Saccamminidae,Saccammina,NA
Sagittidae,5953,Sagittidae,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,NA,NA
Samytha sexcirrata,129819,Samytha sexcirrata,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Samytha,sexcirrata
Lysippe sexcirrata,129819,Samytha sexcirrata,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Samytha,sexcirrata
Sarsinebalia urgorrii,388224,Sarsinebalia urgorrii,Animalia,Arthropoda,Malacostraca,Leptostraca,Nebaliidae,Sarsinebalia,urgorrii
Scalibregma inflatum,130980,Scalibregma inflatum,Animalia,Annelida,Polychaeta,NA,Scalibregmatidae,Scalibregma,inflatum
Scolelepis,129623,Scolelepis,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,NA
Scolelepis bonnieri,131171,Scolelepis bonnieri,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,bonnieri
Scolelepis korsuni,131174,Scolelepis korsuni,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,korsuni
Scolelepis (Parascolelepis) tridentata,131178,Scolelepis tridentata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,tridentata
Scoletoma magnidentata,152260,Scoletoma magnidentata,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma,magnidentata
Scoloplos,129425,Scoloplos,Animalia,Annelida,Polychaeta,NA,Orbiniidae,Scoloplos,NA
Scoloplos armiger,130537,Scoloplos armiger,Animalia,Annelida,Polychaeta,NA,Orbiniidae,Scoloplos,armiger
Scoloplos (Scoloplos) armiger,130537,Scoloplos armiger,Animalia,Annelida,Polychaeta,NA,Orbiniidae,Scoloplos,armiger
Scopelocheirus hopei,102720,Scopelocheirus hopei,Animalia,Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Scopelocheirus,hopei
Serpulidae,988,Serpulidae,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,NA,NA
Sertularia cupressina,117913,Sertularia cupressina,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,cupressina
Sessilia,106033,Sessilia,Animalia,Arthropoda,Thecostraca,Sessilia,NA,NA,NA
Siboglinum holmei,129118,Siboglinum holmei,Animalia,Annelida,Polychaeta,Sabellida,Siboglinidae,Siboglinum,holmei
Sigalion,129594,Sigalion,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,NA
Sigalion mathildae,131072,Sigalion mathildae,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,mathildae
Sige fusigera,130690,Sige fusigera,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Sige,fusigera
Sipuncula,1268,Sipuncula,Animalia,Annelida,NA,Sipuncula,NA,NA,NA
Siriella norvegica,120215,Siriella norvegica,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Siriella,norvegica
Solenocera membranacea,107120,Solenocera membranacea,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,membranacea
Sorgenfreispira brachystoma,847930,Sorgenfreispira brachystoma,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Sorgenfreispira,brachystoma
Sosane wahrbergi,334811,Sosane wahrbergi,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Sosane,wahrbergi
Spadella cephaloptera,105468,Spadella cephaloptera,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Spadellidae,Spadella,cephaloptera
Spatangoida,123106,Spatangoida,Animalia,Echinodermata,Echinoidea,Spatangoida,NA,NA,NA
Spatangus purpureus,124418,Spatangus purpureus,Animalia,Echinodermata,Echinoidea,Spatangoida,Spatangidae,Spatangus,purpureus
Sphaerodoridium balticum,340639,Sphaerodoridium balticum,Animalia,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoridium,balticum
Sphaerodorum gracilis,131100,Sphaerodorum gracilis,Animalia,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodorum,gracilis
Spio decorata,152314,Spio decorata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spio,decorata
Spio symphyta,596189,Spio symphyta,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spio,symphyta
Spiochaetopterus,129233,Spiochaetopterus,Animalia,Annelida,Polychaeta,NA,Chaetopteridae,Spiochaetopterus,NA
Spiochaetopterus typicus,129924,Spiochaetopterus typicus,Animalia,Annelida,Polychaeta,NA,Chaetopteridae,Spiochaetopterus,typicus
Spionidae,913,Spionidae,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,NA
Spiophanes,129626,Spiophanes,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,NA
Spiophanes bombyx,131187,Spiophanes bombyx,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,bombyx
Spiophanes kroyeri,131188,Spiophanes kroyeri,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,kroyeri
Spiophanes wigleyi,131190,Spiophanes wigleyi,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,wigleyi
Spirobranchus lamarcki,560033,Spirobranchus lamarcki,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,lamarcki
Spisula,138159,Spisula,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,NA
Spisula subtruncata,140302,Spisula subtruncata,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,subtruncata
Sthenelais,129595,Sthenelais,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,NA
Sthenelais boa,131074,Sthenelais boa,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,boa
Sthenelais limicola,131077,Sthenelais limicola,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,limicola
Streblosoma,129712,Streblosoma,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,NA
Streblosoma intestinale,131540,Streblosoma intestinale,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,intestinale
Styelidae,103450,Styelidae,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,NA,NA
Syllis parapari,196002,Syllis parapari,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,parapari
Cerianthus lloydii,1674631,Synarachnactis lloydii,Animalia,Cnidaria,Hexacorallia,Ceriantharia,Synarachnactidae,Synarachnactis,lloydii
Synarachnactis lloydii,1674631,Synarachnactis lloydii,Animalia,Cnidaria,Hexacorallia,Ceriantharia,Synarachnactidae,Synarachnactis,lloydii
Synchelidium maculatum,102928,Synchelidium maculatum,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium,maculatum
Tanaopsis graciloides,136458,Tanaopsis graciloides,Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaopsidae,Tanaopsis,graciloides
Tellimya ferruginosa,146952,Tellimya ferruginosa,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Tellimya,ferruginosa
Tellimya tenella,152397,Tellimya tenella,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Tellimya,tenella
Terebellidae,982,Terebellidae,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,NA,NA
Terebellides,129717,Terebellides,Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,NA
Tharyx,129249,Tharyx,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,NA
Tharyx killariensis,152269,Tharyx killariensis,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,killariensis
Thelepus setosus,131544,Thelepus setosus,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,setosus
Themisto,101800,Themisto,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA
Thracia,138549,Thracia,Animalia,Mollusca,Bivalvia,NA,Thraciidae,Thracia,NA
Thracia convexa,141644,Thracia convexa,Animalia,Mollusca,Bivalvia,NA,Thraciidae,Thracia,convexa
Thracia phaseolina,152378,Thracia phaseolina,Animalia,Mollusca,Bivalvia,NA,Thraciidae,Thracia,phaseolina
Thracioidea,382318,Thracioidea,Animalia,Mollusca,Bivalvia,NA,NA,NA,NA
Thyasira,138552,Thyasira,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,NA
Thyasira biplicata,141655,Thyasira biplicata,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,biplicata
Thyasira flexuosa,141662,Thyasira flexuosa,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,flexuosa
Thyasira polygona,875219,Thyasira polygona,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,polygona
Thyasiridae,219,Thyasiridae,Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,NA,NA
Thysanocardia procera,136063,Thysanocardia procera,Animalia,Annelida,NA,Sipuncula,Golfingiidae,Thysanocardia,procera
Timoclea ovata,141929,Timoclea ovata,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Timoclea,ovata
Tmetonyx cicada,102736,Tmetonyx cicada,Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Tmetonyx,cicada
Trichobranchus roseus,131575,Trichobranchus roseus,Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Trichobranchus,roseus
Triticella flava,111653,Triticella flava,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Triticellidae,Triticella,flava
Tryphosites longipes,102779,Tryphosites longipes,Animalia,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Tryphosites,longipes
Tubificoides pseudogaster,137582,Tubificoides pseudogaster,Animalia,Annelida,Clitellata,Tubificida,Naididae,Tubificoides,pseudogaster
Tubulanus polymorphus,122637,Tubulanus polymorphus,Animalia,Nemertea,Palaeonemertea,Tubulaniformes,Tubulanidae,Tubulanus,polymorphus
Tubularia indivisa,117994,Tubularia indivisa,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,indivisa
Tubulariidae,1603,Tubulariidae,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,NA,NA
Turbonilla acuta,141052,Turbonilla acuta,Animalia,Mollusca,Gastropoda,NA,Pyramidellidae,Turbonilla,acuta
Turritellinella tricarinata,1381415,Turritellinella tricarinata,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Turritellidae,Turritellinella,tricarinata
Typhlotanais aequiremis,478746,Typhlotanais aequiremis,Animalia,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlotanais,aequiremis
Upogebia deltaura,107739,Upogebia deltaura,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,deltaura
Urothoe,101789,Urothoe,Animalia,Arthropoda,Malacostraca,Amphipoda,Urothoidae,Urothoe,NA
Urothoe elegans,103228,Urothoe elegans,Animalia,Arthropoda,Malacostraca,Amphipoda,Urothoidae,Urothoe,elegans
Urothoe poseidonis,103235,Urothoe poseidonis,Animalia,Arthropoda,Malacostraca,Amphipoda,Urothoidae,Urothoe,poseidonis
Varicorbula gibba,378492,Varicorbula gibba,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Varicorbula,gibba
Venus casina,141934,Venus casina,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venus,casina
Verruca stroemia,106257,Verruca stroemia,Animalia,Arthropoda,Thecostraca,Verrucomorpha,Verrucidae,Verruca,stroemia
Virgularia mirabilis,128539,Virgularia mirabilis,Animalia,Cnidaria,Octocorallia,Scleralcyonacea,Virgulariidae,Virgularia,mirabilis
Volvulella acuminata,141139,Volvulella acuminata,Animalia,Mollusca,Gastropoda,Cephalaspidea,Rhizoridae,Volvulella,acuminata
Westwoodilla caecula,102932,Westwoodilla caecula,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Westwoodilla,caecula
